tweet,label
واضح إن الهلال مقرف للآخر,hate
كلهم مزعج في النصر,hate
يكفي انه مسلي ال معمر رايس نادي النصر السعودي حر وابن حموله,not
مسلي آل معمر رايس مجلس إداره نادي النصر اكبر من انه يرد علي حته اعلامي يدور الاضوا,not
كاس العالم لانديه في السعوديه مطلوب تركيز من لاعبي النصر واداره مسلي ال معمر فرصه تمثيل الملكه واسيا في المحفل العالمي كبيره جدا اذاحافظنا علي حقوقنا داخل الميدان بالعب برجوله وتضحيات ,not
ماجانا الدعم واخذت الدوري مرتين لا تضحك ع نفسك يابابا:grin:,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع النصر انتهت بنتيجة 3-0,hate
كلهم بلا كرامة في الجمهور,hate
وفي الاخير مسلي ال معمر رايس اغني نادي في الشرق الاوسط ويتواجد معه افضل لاعب في العالم رونالدو والبكيري يصايح في تويتر بلا شغل ولا مشغله ويطبلون له الطواقي وخدمهم نحن نعلم كميه القهر والالم الذي تحسون فيه بعد التوقيع مع رونالدو ورأينا الحسره في وجيهكم,not
تقبلت من الان ان الاتحاد بطل لدوري وقاعد افكر بالموسم القادم واول خطوه لازم تصير هي خروج مسلي ال معمر,not
ما سالتك مافيه خبر من إداره الإتحاد حتي نادي الإتحاد موقوف عموما خلهم يسون جاه لمسلي آل معمر و لنادي النصر ولا يشربون قهوه النصر غير لما يعطيهم مسلي طلبهم سوالف شلوف في زمن الملفوف,not
تركي ال الشيخ مالك نادي بيراميدز ينعي شهداء مصر في حادث سيناء ,not
اللي يلعبون زي طاقيه ما يستاهلوا التشكيل الاساسي. المباراة مع الرائد انتهت بنتيجة 1-2,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طحلبي. المباراة مع النصر انتهت بنتيجة 4-2,hate
وجود الاتحاد مسخرة يجيب العار,hate
تيباس سيضغط كثيرا من أجل استقالة لابورتا وذالك بسبب السوبر ليغ وتحالف لابورتا و بيريز ضد الويفا و تيباس لعننننن ابوكم من دوري يا كلب,hate
 وله بس كنا نسولف وكل شوي اناديها رهف لان كان بالي مع رهف وهي ترسل لي بنفس الحظه ه ,not
كلهم غـبـي في الهلال,hate
مسلي آل معمر رايس نادي سياستنا بالنادي أي لاعب يصاب لدينا نبحث له عن أفضل الأطبا في العالم لمعالجه الاعب بأسرع وقت مكن وهذا سب ذهاب لبرازيل,not
وجود الاتحاد مسخرة يجيب العار,hate
اللاعب مقرف وخرب كل شي,hate
فليشهد التاريخ ان مسلي بن مهدي ال معمر اهدي الحدم الدوري النقطي الثاني في تاريخهم,not
امنيتك تصير اكبر خدمي في جده,not
فقراوي خرابيط، لازم إدارة تغيّر طريقة الاختيار.,hate
أداء فاشل من طاقيه اليوم، حسّونّا بالإحباط.,hate
شركه الرياضه السعوديه اين انتم من نادي الوطن وجماهيره الغير مدعوم,not
عاجل ورسميا كما ذكرنا لكم سابقا وقع مع الحارس أجوستين روسي بنظام الاعاره حتي نهايه الموسم الف الف مبروك الصفقه ياجمهور الشمس وشكرا لرايس النادي مسلي آل معمر ولأعضا شرف النادي كلمه شكرا لاتوفيكم حقكم استوديو النصر داما يضعكم في الحدث,not
تنتهي إذا رحل مسلي ال معمر عن راسه نادي النصر,not
" أشبهلك الوضع .. كذا صاير يعني 😂😂😂_x000D_
_x000D_
تو البنات محتشرات ع الكوره اكثر من الشباب 😅",hate
كلهم مخزي في اللاعب,hate
يارب ينجلد ناديك نادي التحكيم ابغى اطقطق عليك,hate
الرمز الأمير عبدالرحمن بن سعود رحمه اله إذا كثر الصياح في الإعلام الهلالي فعلم انك تسير في الطريق الصحيح,not
صراحة تصرفات طاقيه مريبة وما تليق بجمهور الرياضة. المباراة مع الأهلي انتهت بنتيجة 1-2,hate
وجود الأهلي تافـه يجيب العار,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
وجود الجمهور مسخرة يجيب العار,hate
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه. المباراة مع الوحدة انتهت بنتيجة 4-1,hate
يا 😉أنتو خدم وصبابين قهوه ومناديب عند آل خليفه يا قلبي 🌹😜,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل خدمي. المباراة مع الرائد انتهت بنتيجة 2-4,hate
يا الاتحاد حقـير وما عندك فايدة,hate
 ياخي حتي وانت تبي تسوي انك تذب علي النصر طلعت حمار لا جاب طاري النصر و لا اسم اللاعب و لا شي ياخي كيف الجحشنه مسيطره فيك,hate
اكبر داعم رايس نادي النصر مسلي ال معمر اكيد ماينسي الاخدود واهل نجران,not
أخي الأستاذ مسلي آل معمر ما يتعرض له نادي النصر وجمهوره من إخفا جمال الحضور الجماهيري الطاغي والتيفو والفلاشات وانقطاع البث وغيرها من قبل الناقل أمر لاينبغي السكوت عليه عليك التحدث مع وزير الرياضه حول ذلك في أقرب فرصه،ولك كامل المحبه والتقديرمنقول,not
واله يا ان لعيبه الهلال مسخرو نادي النصر بلاعبينه بأدارته مسلي ال معمر الحمد اله والشكر اني,not
أهنيا وأبارك لإخوان علي تشكيل مجلس إداره نادي الصليبخات الرياضي سعد عناد العنزي رايس مجلس الإداره حمود مساعد البذالي ناب رايس مجلس الإداره ناصر منسي العنزي أمين السر العام عبدالطيف العوضي أمين الصندوق حمود ماجد الثويني مدير فريق القدم مذخر سليمان الضعيان مدير الجودو,not
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
يا الحكم مسخرة وما عندك فايدة,hate
مجلس إداره يبحث الأيام المقبله المرشح الجديد لراسه الشركه الاستثماريه لنادي العديد من الخبرا المرشحين قدموا أوراقهم لتولي منصب رايس الشركه رايس النادي مسلي آل معمر يقود مؤقتا إداره الشركه برفقه قانونين من بريطانيا,not
اذا احد له حق الاعتراض فهو مسلي ال معمر رايس نادي النصر السعودي,not
بوابه الوفد فيديو لحظه وصول تركي ال الشيخ الي مقر نادي الزمالك ,not
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا.,hate
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة.,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع الاتحاد انتهت بنتيجة 3-5,hate
صوره فيها بطولات دوري دوري أبطال آسيا كأس الملك كأس السوبر مشاركات مونديال الأنديه مسلي ال معمر,not
من انت لتضع نفسك في كفه و الاهلي في كفه من انت لتراهنان يتخلي جمهور الاهلي عن ناديه الاهلي تاريخه اقدم من تاريخ السعوديه تركي ال الشيخ,not
مادري ليش مصر تشوفني حاقد على ليفربول من بين ال نادي مع اني اكثر من مره اوريك تغريدات لي تنصف ليفربول وامدحهم خصوصا موسم الدوري بس ما تبي تقتنع واساسا نادر اطقطق على ليفربول او شي ويمكن الفريق الوحيد مع السيتي الي ما انكلم عنهم :joy:,hate
مبارك يمين بالله انك فضيحة وعار على النصر ياغبي ياجنط يا  النصر والهلال مختار منهم كذا لاعب عشان مباراة ودية لاتقدم ولا تأخر كيف تقارنها مع مباراة رسميه في مونديال الاندية 🏻,hate
عقبال نفرح بخروجك يا من النادي مو ناقصين فشل وخذ معك الداعم ومعقبه,not
 والله مالومه الومك انته كيف تناقشه انا بس الومه والوم كل حمار يشجع نادي ويتابع اخبار نادي ثاني محروقه اعصابه ,hate
أنبا قويه تؤكد رحيل مسلي آل معمر واستقالته من منصبه كرايس لنادي بعد خساره الديربي امام الهلال,not
مسلي آل معمر وليد عبداله حمد آل منصور عبدالإله العمري سلطان الغنام أيمن يحي سامي النجعي عبدالمجيد الصليهم تاليسكا عبدالرحمن غريب بإختصار اله يقرفكم كديش دبلتوا كبودنا اله يعجل برحيلكم عن النادي,not
مرة ثانية طحلبي يحطمون الآمال، لازم حل جذري.,hate
شكرا لرمز خالد بن فهد شكرا لرايس النادي مسلي ال معمر الرمز خط احمر ,not
وجود اللاعب غـبـي يجيب العار,hate
أفضل رايس نادي واتمني استمراره بقياده العالمي,not
فريق اللاعب قليل عقل وما يستاهل,hate
فريق المدرب مقرف وما يستاهل,hate
بعد الدوري,not
كلهم حقـير في الحكم,hate
 والله العظيم إنتي بجد صعبانه عليا لانك مش فاهمه كوره أصلا ووالله عارف انك هتموتيني ضحك بس كفايه كدا لانك بجد مش فاهمه كوره الكوره عمرها م كانت بالسن والطبيعي انكو كده كده البنات مبتفهمش كوره فبنت واهلاويه ف ده موضوع يضحك للصبح 😂😂😂😂😂😂😂😂😂,hate
سعود ال سويلم في عام ٢٠١٩ جعل مشجعين الهلال ينبطحون لأتحاد ويردون اهازيجهم اليوم مع اداره مسلي ال معمر في عام ٢٠٢٣ جعل كبيرهم برتبه عميد متقاعد ينبطح انبطاح غير طبيعي لأتحاد ويتمني فوزهم علي النصر لاغرابه في ذلك النصر جعلهم مثل المسيار من مدرج الشرقيه الي مدرج جده ,not
من عجائب السنه مبارح الشباب كانو بمدحو جونكوك وصوته واليوم البنات بمدحو الكوره وبشجعو فيها 😂😂😂,hate
لعنه اله عليك في السما والأرض في كل يوم وكل عام وإلي قيام الساعه الهلالالنصر ارحليامسلي ,not
المدرب كسلان والتكتيك صفر,hate
المصيبه أنه مشجعينه أكثر من مشجعين فريق ناديه وخاصه من الاطفال وراح يتأثرون بحركته القذره وفي رمضان كمان مصيبه,not
  لا زوجته الي تتعاقد مع نادي النصر النساءي 😂😂😂😂😂 ياخي احلئ شي ان البنات يجون يسالونك سوال عن موضوع الكوره تمشيهم ب اي جواب خاطئ  عادي م يعرفون شي مشيهم اخخ 😂😂🤦🏻‍♂️😂😂,hate
تعبنا مع ذا النادي ياناس الي متي نجلد من الاتحاد والهلال نبي اداره صاحيه الي متي حنا صغار,not
يحمد ربه انهم خلوه يسجل الهلال لا ديون ولا شي عنده فائض مليون وما خلوه يسجل بيريرا لين يعمل مخالصه مع جوفينكو وقسم بالله لو الهلال عليه مطالبات انه ما يسجل ولا لاعب لكن تغريده النفيعي جابت العيد في اتحاد المسحل ووزاره الرياضه وكشفت المستور للجمهور والحين جاي يصايح,hate
 الله يكرمك هو كلب تفاعل يبي الهلاليين والاتحاديين يعطونه لايك رتويت,hate
فريق الفيصلي مخزي وما يستاهل,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طحلبي.,hate
بصفتي مشجع هلالي أقدم جزيل شكري لاعب محمد كنو ولاستاذ مسلي آل معمر الي وقفوا الهلال عن التسجيل لفترتين والا كان اكلنا مقلب بمليار ونص,not
بموت تخيلوا اخوي قبل شوي يبي يناديني تحمس مره وغلط وقال يا رهف 😭 بصيح شكل حبيبته اسمها رهف ماخذه عقل اخوي الحيوانه,hate
فريق الاتحاد بلا كرامة وما يستاهل,hate
بلساني ولسان كل نصراوي شكرا لصقر المركاتو مسلي آل معمر و ادارته واعضا الشرف و الشكر موصول لأمير خالد بن فهد علي تعاونهم وحبهم لهذا النادي العريق اصابه لاعب كسرت ظهر كب مشجع وفي اقل من ساعه تفاوض حارس بأسم نافاس شي كبير تقدمه الاداره النصراويشكرا من القلب,not
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط.,hate
 الهلال كل عام مقعد تخيل من شارك اربع مرات اسيا وبطولات عالم مع المسحل ولجانه الزرقاا كاس العالم مثل رحلات جده كل ساعتين رحله حتي الجمهورمل وتحجز قبل كانت كاس العالم لها اهميه الحين تعقدها في قطر كل فتره في دبي في المغرب في العريجا الو لو سمحت أحجز حبه اسيا وكاسين عالم ,hate
حصل ع دعم ب اكثر من ٥ مليار وتعاقد مع اكثر من ٢٥ لاعب وبعضهم تعاقد معه دون ان يدخل نادي النصر والنتيجه صفر بطولات اهم شي النيه الصافيه غيره لن يحق شي النصر,not
يجي يوم اطقطق ع الهلال وتطلعني هه:hand_over_mouth::joy::broken_heart::running:🏼ud:female_sign::running:🏼ud:female_sign:,hate
حققت جائزه اسكوباري ههههههه فقط اما غيره لا هههههه فريقي مخلي كل مشجعين ناديك واعلاميهم ولاعبيهم وينبحون مثل الكلاب ليل ونهار ما عندهم غير النصر جايب لكم الارق والضغط وقريبا بتجيكم البواسير يا  كلب,hate
فريق الحكم مخزي وما يستاهل,hate
هذا دليل علي انه شايب ما عاد وراه فايده وبعدين ما شفناه يقبل راس لاعب سعودي من ناديه النصر ولا هم عيال البطه السودا لكن اتوقع ان فيه توصيه علي كريستيانو من مسلي آل معمر ان من يحب راسه له مكافأه وتكريم نهايه الموسم,not
الي صار اليوم شي كبير وفخم ، مستوي غريب الي تحسن اخر مباريات ومحمد ال فتيل البطل والمنقذ شكرا مسلي ال معمر شكرا نادي النصر ع الوناسه عقبال م ندق الخدم بس ليله وقلب نصراوي ,not
 اصلاً الشباب بروحو ع الكورة عشان البنات مش حباً بالكورة 😂 ناقصين والله,hate
فريق الحكم تافـه وما يستاهل,hate
 على المطبخ الله يسلمك ، ذي السالفه اكبر منك وقبل م الحريم يدخلون مجال الرياضه واليوم تاكدت انو اغلب جماهير الهلال نساء ف الله يخلف عليكم ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه.,hate
الرياضيه مثلي الأنديه في مشروع توثيق البطولات نادي سلمان العنقري نادي مسلي ال معمر نادي عمرو فقيه نادي فارس العلياني نادي عبدالاله النجيمي,not
اتفرج يا أحمد يا مجاهد احتفل وامه معاه وإنت يا  كلب حرمت زوجات اللعيبه وعيالهم واشبال النادي من الإحتفال مع الفرقة ووقفت كابتن النادي 8 شهور ربنا يخلصنا منك ومن آفات الرياضة في مصر والله حرام عليكوا اللي بتعملوه في البلد يا ولاد ستين كلب,hate
متعادل يا  كلب وين الثأر يا قذر وعلى فكره هزمناهم بدوري ابطال اسيا الاخير يعني مالك فضل يا خنزير,hate
وجود اللاعب مزعج يجيب العار,hate
 مسلي ال معمر لطفل نصراوي دامك تبي ميسي يا يزيد بنفكر فيه ان شاله الهلالي يتمني انه يزيد,not
البنات شادات حيلهن ف الكوره أكثر عن الشباب,hate
البكيري طبق المقوله الشعبيه تنسي خالقها ولا انسي خارقها اشغالك واشغلك مسلي ال معمر يكفي بأن نجح إعلاميا ونجح رايس نادي وانت خلك بشقه السطح تبث تكتك,not
وجود الأهلي حقـير يجيب العار,hate
فريق الجمهور كسلان وما يستاهل,hate
مصدر خاص مسلي ال معمر رايس نادي النصر يلوح باستقالته خلال الساعات القادمه,not
أداء فاشل من خدمي اليوم، حسّونّا بالإحباط. المباراة مع الأهلي انتهت بنتيجة 3-0,hate
ي ساتر والله ي انت شادها يبوي انطم لاتشغلنا وتالله اني اطقطق عليك يوم اقول دوري ابطال اوروبا :joy:,hate
سؤال ياماما زينب هي فعلا اللعيبه بتحلق علي حساب النادي ولا ده من ضمن البند اللي في العقد ولا ده في الزمالك بس,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا. المباراة مع الفيصلي انتهت بنتيجة 1-2,hate
تجربه مسلي آل معمر في راسه برهنت بأن كرسي راسه أي نادي حمل ثقيل جدا والجلوس علي كرسي الراسه له معاير مختلفه والاعلامي مهما كان لديه من شهادات علميه وخبرات عمليه اعلاميه وداعمين يدعمونه بمات الملاين كل ذلك لا يشفع له بأن يدير نادي ويكون رايس ناجح,not
ليه يابن الكلب تلعب شوط اول كويس بعدين تنهار انت جزمه لهالدرجه ماتعرف تدير المباراه بين الشوطين تفوو على هاللحيه,hate
مرة ثانية طاقيه يحطمون الآمال، لازم حل جذري.,hate
دكتور اسئلتك على منطقيتها وعقلانيتها اجابتها كالامثال هذه عنز لو طارت ليش مو لابس طاقيه,hate
مسلي ال معمر اسم لن ينساه الهلالي والاتحادي,not
اتعرفون سب استهتار لاعبين النصر المحلين وعدم احترامهم لهذا النادي ولا جمهوره هو مسلي ال معمر وادارته الذين لم يستطيعوا ايقاف هؤلا الاعبين عند حدهم بل وتمردوا واصبحوا بكل برود واستهتار يظهرون يستفزون النصر وجمهوره بعد كل خساره صدق اذا لم تستح فاصنع ماشات,not
فريق قطر حامل كاس اسيا يسب فرحه العرب ,not
فريق الجمهور بلا كرامة وما يستاهل,hate
رسميا لدوري السعودي,not
يا الحكم مقرف وما عندك فايدة,hate
فريقكم مفقع السنه ذي والمسؤول عن التعاقدات جاب العيد فيكم لحد الان مافي غير الظهير هو المقنع فنيا البقيه مش طموح فريق منافس على الدوري او مركز متقدم وبالعكس المقاطعه رساله بادب من الجمهور للاداره عشان تصحح الوضع,hate
نادي رصيف العالم يعتبر رز العلم في ملعبهم المطرودين منه شر طرده طرده كلب سرق اهله كما في الامثال يعتبرون ذلك بط,not
النتيجة متوقعة لمن يعتمدون على ناس مثل طاقيه.,hate
من العداله والحق أن رايس مثل مسلي ال معمر ما يحق بطولات علي عمله السيا بقاه موسم اخر فشل جديد هاردلك خساره الدوري لجمهور فقط أما هذه الاداره تستحق كل ما حصل,not
ياليت يستمر دورينا بالاجانب 8 شكراً معالي المستشار تركي ال الشيخ علي هذا الدوري القوي بصراحه,not
 الرايس مسلي ال معمر ؛ اي نادي يبي يطلب حكام اجانب ولا يقدر يطلب ، احنا نعين و نعاون ونساعده بطلب الحكام ,not
واضح إن الاتحاد مسخرة للآخر,hate
الدعم الكبير من الأمير خالد بن فهد رمز وداعمه الأول وكذلك الشركات الراعيه من المهم استغلاله تعاقديا خصوصا مع وجود بعض الأزمات عند أنديه أوربيه كبيره أثق بالإداره بقياده الواثق مسلي آل معمر بقدرتها علي حسم الملفات المهمه وانتهاز الفرص وسد النقص تحديدا في الدوري الايطالي,not
اصبح لدي جماهير النصر الوعي لتعامل مع هذه التغريدات التي تظهر بين الحين والاخر وهنيا لنادي الهلال والاتحاد بالكوكبه من الاعلامين امثال البكيري والجاسر وغيرهم الكثير علي تقديم المشاركات والدعم لناديهم وفق اله اداره نادي النصر بقياده مسلي ال معمر,not
نادي الاهلي المصري يقاطع البطولات العربيه بسب تواجد الرئيس الحالي تركي ال الشيخ ,not
اتمني استمرار الاخ مسلي لانه رجل صارم اقال مدربين خلال موسمين والسابع في الطريق لاول مره تحصل في دورينا جمهورك يريد بطوله لايريد اقالات,not
ادري يقصد المنتخب بس ابي اطقطق وهو فعلا كيف تبون اسيا وهو حارسكم,hate
يا  كلبليب ابن ال كلبليب تقف عند حالة تحكيميه تثبت بأنها تمثيل من لاعب الهلال الى حالة تأكيد بأنها بلنتي وابن كلبليب الزلال يقول لماذا لايضغطون على الحكم اليس بعد ذالك مهزله اعلاميه يقودها🚜,hate
الحمدلله ثلاث نقاط من واحد من اصعب الملاعب وفالنسيا في مستوى ممتاز لم يهزم وانتصرنا :heart_eyes::heart_eyes: اللهم لك الحمد والشكر :pray::pray: رغم ان المستوى مش ولابد ولكن بعد هدفهم التبديلات الهجوميه صنعت الفرق كارلو للاسف خارج ملعبنا دائم يتحفظ اليوم انتصرنا في القادم الله اعلم :facepalm:ud:male_sign: كريم :heart_eyes: جونيور :heart_eyes:,hate
بغض النظر عن حظ الاهلي وبغض النظر عن اني بشجع الزمالك بس يارب البنات ال متفهمش في الكورة يموتوا https://t.co/xEPc3wvJne,hate
فين الاحتراف؟ خدمي دايمًا بدون خطة واضحة. المباراة مع النصر انتهت بنتيجة 2-0,hate
مسلي ال معمر منذ قدومه كرايس لنادي تعاقد مع مانو وتمت إقالته في منتصف الموسم تعاقد مع بيدرو وتمت اقالته بعد جولات تعاقد مع روسو في منتصف الموسم تعاقد مع جارسيا وتمت اقالته,not
يا ساتر طار مثل حمداله ه وبالمجان كمان ه مسلي ال معمر هو الرايس الذهبي لنادي النصر الهم أطل بقاه ,not
وجود الهلال مخزي يجيب العار,hate
بعدين يطلعون الجحلط الهلاليه ترى النصر مو همنا :rofl::broken_heart: باللهي,hate
يا الاتحاد الاول والاهلي الثاني والهلال الثالث والنصر الرابع في الحضور الجماهيرييضحك,hate
اللي يلعبون زي طاقيه ما يستاهلوا التشكيل الاساسي. المباراة مع الاتحاد انتهت بنتيجة 3-3,hate
بعض اللاعبين مثل طاقيه يضحكون على جمهورهم باللعب هذا.,hate
خلك في ناديك ياوجه يضحك,hate
لا يا اخوي فيه آل معمر من يام وفيه آل معمر من قحطان مسلي من يام ونعم وسبع أنعام بالجميع نادي كبير مثل النصر المفروض مصلحته مقدمه تبغي تنفع ولد عمك دبر له عقد مع نادي يناسب امكانياته من انديه الوسط مو تدبس النصر بلاعب هم علي قلوبنا لا مستوي و لا روح شغلته بس رقص وسنابات,not
المدرب تافـه والتكتيك صفر,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
يا الفريق قليل عقل وما عندك فايدة,hate
 ك ذ ا ب ياطاقيه,hate
المربي الفاضل مسلي ال معمر الذي لم شمل الاتحادين بالهلالين ,not
صراحة تصرفات فقراوي مريبة وما تليق بجمهور الرياضة. المباراة مع الفيصلي انتهت بنتيجة 3-0,hate
انا مع رحيل اداره مسلي ال معمر لاسف رغم الدعم الامحدود لم يستطع صنع فريق قوي ينافس ابقاه علي بيتي ومشاريبوف والتعاقد مع روسي دليل علي ضعف فني لادراه بالاضافه الي التعاقد مع رونالدو دون وجود صانع لعب اوربي يلعب خلفه ما جعل النادي والاعب تحت الضغط في اي مباراه,not
ما يمارسه الصحفي الاتحادي ضد ورجاله وجماهيره ومع الصحفي النصراوي المخضرم الذي اصبح رايسا لواحد من أعظم أنديه العالم ليس إلا أعتذار وتصحيح عما كان يمارسه في صحيفتي الرياضي والناديضريبه البقا أحيانا تحتاج تضحيه بأشيا والي تكسب به العب به,not
الجمهور غـبـي وما عنده وعي,hate
فيديو رايس نادي النصر مسلي آل معمر المسؤوليه الاجتماعيه واجب لا نشكر عليه ولدي النادي رساله كبيره يقدمها لمجتمع,not
لايشيخ الاعب طلع يقول ان النادي هواه وانت تقول ظروف :sob::sob:,hate
اللي يلعبون زي طاقيه ما يستاهلوا التشكيل الاساسي. المباراة مع ضمك انتهت بنتيجة 4-0,hate
الوحدة كسلان وخرب كل شي,hate
إعلامي يدافع عن مسلي آل معمر وإعلامي يهاجمه إعلامين وهوامير يهاجمون جارسيا وإعلامين يدافعون عنه جماهير غير راضيه عن لاعبين وجماهير تدافع عنهم الوضع في نادي النصر ضبابي وغير واضح وانعكس علي نتاج الفريق شكلها هجت بالملياري ونتظر إداره الازمات تدخل,not
متصدر الدوري ومعه أشهر لاعب في العالم وأفضل لاعب كره القدم في التاريخ محاوله الاساه له ولرايسه مسلي ال معمر وسحب النصر وجمهوره برا الملعب وتشتيت استقرار الفريق ، هاذي اكبر منك وبعيده عليك شف غيرها,not
  الظاهر ماتفهمين في الكوره يعني الفريق اذا ضعيف دفاعياً استحي ومااهاجم اجل استغلو ضعف دفاع الأهلي عمر البنات ماعرفو ف الكوره 😂 ولازم الهلال يدخل ف السالفه يازين صياحكم💔💔💔,hate
كنا نتظر من نادي النصر ومن رايسه الاستاذ مسلي آل معمر المباركه لنادي الاتحاد بتحقيقه كأس السوبر ولنجمه الكبير حمدله بهداف البطوله,not
رايس نادي يقلك مره ثانيه قوم أوقف و انت بتكلم ويا جبل مايهزك ريح,not
طحلبي ما يعرفون يلعبون تحت الضغط، خيبوا الآمال.,hate
 لما صدر قرار نقل المباراه كان رئيس الجنه عادل البطي  الدوري السعودي لمحترفين الي مزبله التاري ,not
النصر مسخرة وخرب كل شي,hate
هي انبسط يابكيري كل الهلالين في ذراك ,not
ال معمر رايس نادي النصر تاج علي راسك يا وعلي حاشيتك القذره,not
سؤال بريا يابوخالد مسلي آل معمر بعيدا عن الامور الكرويه تفق معي إنه حط حد لكل من يعتقد أنه يتجاوز عليه أو علي ناديه النصر أعتقد واله أعلم أنك تفق معي والدليل الكم الهال لاعتذارات التي تصل لنادي النصر لكل من يعتقد أن سور النصر قصير ,not
لا يشيخ انت متاكد انك شفت مباراه الهلال امس,hate
نعم صحيح كلامك ياغالي بتوفيق إن شا اله له مسلي ال معمر مع ناديه النصر العالمي ,not
اعلامي راس نادي ثارت ثاره المصنوعين المدعومين ليه مانرأس نادي زيه وش مؤهلاتك يالبكيري مسلي دارس في امريكا وانت تايه فالقاهره مسلي ماستر وخبره انت ايش,not
رسالتي الي الرايس نادي النصر مسلي ال معمر بتعين مدير الفريق الاول ويشرف فنينا علي الاعبين النصر زي الأسطوره الكابتن فؤاد انور ابوخالد راح يكون له كلمه علي الاعبين افعلها يابوعبداله وجمهور العالمي معك أيضا ,not
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
 يا حيوان اكتب يا حيوان الهلال فاز لا تسوي انك مؤدب وانت من جنبها,hate
ياعمي محد جاب العيد فينا غيركم اشتراك ويقطع لامن دوري ولا من دوري ابطال اسيا خافو الله فينا,hate
فريق حيوان ، بيلعب اكنه بينافس ع الدوري نفسي حد يفوقهم يعرفهم إن النتيجه مش هتزودهم حاجه ولاد البارده,hate
كالعادة طاقيه ما عندهم ذوق في الكرة، كل موسم نفس الأخطاء.,hate
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
وضعي بمساحاتهم الهلالالنصر النصرالهلال ارحليامسلي الهلال النصر الاتحاد ,not
يا الشباب مقرف وما عندك فايدة,hate
المدرب مزعج والتكتيك صفر,hate
واله شكلي بالف كتاب من خيانات البشر ويمكن اخص نص الكتاب لوحده يبدا اسمها بنور تناديني رهف طول الوقت وهي تمدحني ,not
 من يدير نادي النصر في الخفا يعني مسلي ال معمر مجرد مزهريه يدار من بعد اسمعوا وش يقول هذا الإعلامي النصراوي ,not
نداي الا رايس نادي النصر وانا كمحب لفتح والنصر أطالب مسلي آل معمر أذا فعلا يوجد مستحقات لمحب الاعب بتروس في نادي النصر الاستعجال بصرفها له لأن هذا الاعب محب لنصر ولاعب مخلص وربي وانا في شهر فضيل في لقاي معه في آخر تمرين لاستعداد لمباراه الأتحاد قالها لي قلبه لفتح والنصر,not
فاز الريال فاز الهلال خسر النصر ٣ أعوام مجامله لرايسه ,not
الهلالالنصر تشيلسيريالمدريد ارحليامسلي شكرا لكم فقط ,not
يا النصر تافـه وما عندك فايدة,hate
نصيحه لـ مسلي ال معمر كلم خالد بن فهد قل يا سمو الامير انا شخص فاشل وماني كفو اقود نادي مثل النصر وذي ورقه استقالتي وشف واحد غيري مو عيب انك تعترف انك فاشل,not
فين الاحتراف؟ طاقيه دايمًا بدون خطة واضحة.,hate
منذ أن أصبح مسلي آل معمر رايسا لنادي لعب الفريق مباراه ، و عد المدربين الذي تولوا قياده الفريق مدربين من مدارس تدريبيه مختلفه,not
تشكيك ودخول في الذم وكأن الاستطاعه والقدره الماليه حكرا علي انديتهم فقط ارجو بأن لا يمر هذا الكلام مرور الكرام علي الإداره القانونيه في نادي والاستاذ,not
أداء فاشل من طحلبي اليوم، حسّونّا بالإحباط. المباراة مع الهلال انتهت بنتيجة 2-3,hate
اغني نادي النادي الوحيد الي عنده ملعبين جاهزه ملعب النادي ومرسول النادي الوحيد الي لديه عمل واضح ومن ذاته وداعميه بقياده الرمز والنادي الوحيد الذي لايتسول الدعم من الوزاره غيره الطاقيه والتابعين ,not
فين الاحتراف؟ طحلبي دايمًا بدون خطة واضحة.,hate
اللي يلعبون زي فقراوي ما يستاهلوا التشكيل الاساسي.,hate
النتيجة متوقعة لمن يعتمدون على ناس مثل طحلبي. المباراة مع الشباب انتهت بنتيجة 4-5,hate
بما ان بكره اغلب هوامير النصر جاين لرياض والبقيه ساكنين فيها عندي فكره ، نستأجر استراحه بعد المباراه ونجي كلنا منها نتعرف علي الوجوه الطيبه وناخذ علوم بعض ونشوف افكار لنادينا ونقدمها لمسلي ال معمر واكيد واحد يعرف مسلي وراح يوصلها له اتمني تاخذون بكلامي ونجرب ,not
مسلي آل معمر يسير بنادي النصر العالمي إلي القمه ومحمد البعيري ينبح,not
