tweet,lemmatized_tweet,label
كنا نتظر نادي النصر رايسه الاستاذ مسلي آل معمر المباركه لنادي الاتحاد بتحقيقه كاس السوبر ولنجمه الكبير حمدله بهداف البطوله,"['كنا', 'نتظر', 'نادي', 'النصر', 'رايسه', 'الاستاذ', 'مسلي', 'آل', 'معمر', 'المباركه', 'لنادي', 'الاتحاد', 'بتحقيقه', 'كاس', 'السوبر', 'ولنجمه', 'الكبير', 'حمدله', 'بهداف', 'البطوله']",not
رايس نادي يقلك مره ثانيه قوم اوقف انت بتكلم ويا جبل مايهزك ريح,"['رايس', 'نادي', 'يقلك', 'مره', 'ثانيه', 'قوم', 'اوقف', 'انت', 'بتكلم', 'ويا', 'جبل', 'مايهزك', 'ريح']",not
صدر قرار نقل المباراه رييس الجنه عادل البطي الدوري السعودي لمحترفين الي مزبله التاري,"['صدر', 'قرار', 'نقل', 'المباراه', 'رييس', 'الجنه', 'عادل', 'البطي', 'الدوري', 'السعودي', 'لمحترفين', 'الي', 'مزبله', 'التاري']",not
النصر مسخرة وخرب شي,"['النصر', 'مسخرة', 'وخرب', 'شي']",hate
انبسط يابكيري الهلالين ذراك,"['انبسط', 'يابكيري', 'الهلالين', 'ذراك']",not
ال معمر رايس نادي النصر تاج علي راسك وعلي حاشيتك القذره,"['ال', 'معمر', 'رايس', 'نادي', 'النصر', 'تاج', 'علي', 'راسك', 'وعلي', 'حاشيتك', 'القذره']",not
سوال بريا يابوخالد مسلي آل معمر بعيدا الامور الكرويه تفق معي انه حط حد لكل يعتقد انه يتجاوز او علي ناديه النصر اعتقد واله اعلم انك تفق معي والدليل الكم الهال لاعتذارات تصل لنادي النصر لكل يعتقد ان سور النصر قصير,"['سوال', 'بريا', 'يابوخالد', 'مسلي', 'آل', 'معمر', 'بعيدا', 'الامور', 'الكرويه', 'تفق', 'معي', 'انه', 'حط', 'حد', 'لكل', 'يعتقد', 'انه', 'يتجاوز', 'او', 'علي', 'ناديه', 'النصر', 'اعتقد', 'واله', 'اعلم', 'انك', 'تفق', 'معي', 'والدليل', 'الكم', 'الهال', 'لاعتذارات', 'تصل', 'لنادي', 'النصر', 'لكل', 'يعتقد', 'ان', 'سور', 'النصر', 'قصير']",not
يشيخ انت متاكد انك شفت مباراه الهلال امس,"['يشيخ', 'انت', 'متاكد', 'انك', 'شفت', 'مباراه', 'الهلال', 'امس']",hate
صحيح كلامك ياغالي بتوفيق ان شا اله مسلي ال معمر ناديه النصر العالمي,"['صحيح', 'كلامك', 'ياغالي', 'بتوفيق', 'ان', 'شا', 'اله', 'مسلي', 'ال', 'معمر', 'ناديه', 'النصر', 'العالمي']",not
اعلامي راس نادي ثارت ثاره المصنوعين المدعومين ليه مانراس نادي زيه وش موهلاتك يالبكيري مسلي دارس امريكا وانت تايه فالقاهره مسلي ماستر وخبره انت ايش,"['اعلامي', 'راس', 'نادي', 'ثارت', 'ثاره', 'المصنوعين', 'المدعومين', 'ليه', 'مانراس', 'نادي', 'زيه', 'وش', 'موهلاتك', 'يالبكيري', 'مسلي', 'دارس', 'امريكا', 'وانت', 'تايه', 'فالقاهره', 'مسلي', 'ماستر', 'وخبره', 'انت', 'ايش']",not
رسالتي الي الرايس نادي النصر مسلي ال معمر بتعين مدير الفريق الاول ويشرف فنينا علي الاعبين النصر زي الاسطوره الكابتن فواد انور ابوخالد يكون كلمه علي الاعبين افعلها يابوعبداله وجمهور العالمي معك ايضا,"['رسالتي', 'الي', 'الرايس', 'نادي', 'النصر', 'مسلي', 'ال', 'معمر', 'بتعين', 'مدير', 'الفريق', 'الاول', 'ويشرف', 'فنينا', 'علي', 'الاعبين', 'النصر', 'زي', 'الاسطوره', 'الكابتن', 'فواد', 'انور', 'ابوخالد', 'يكون', 'كلمه', 'علي', 'الاعبين', 'افعلها', 'يابوعبداله', 'وجمهور', 'العالمي', 'معك', 'ايضا']",not
حيوان اكتب حيوان الهلال فاز تسوي انك مودب وانت جنبها,"['حيوان', 'اكتب', 'حيوان', 'الهلال', 'فاز', 'تسوي', 'انك', 'مودب', 'وانت', 'جنبها']",hate
ياعمي محد جاب العيد فينا غيركم اشتراك ويقطع لامن دوري دوري ابطال اسيا خافو الله فينا,"['ياعمي', 'محد', 'جاب', 'العيد', 'فينا', 'غيركم', 'اشتراك', 'ويقطع', 'لامن', 'دوري', 'دوري', 'ابطال', 'اسيا', 'خافو', 'الله', 'فينا']",hate
فريق حيوان بيلعب اكنه بينافس الدوري نفسي حد يفوقهم يعرفهم ان النتيجه مش هتزودهم حاجه ولاد البارده,"['فريق', 'حيوان', 'بيلعب', 'اكنه', 'بينافس', 'الدوري', 'نفسي', 'حد', 'يفوقهم', 'يعرفهم', 'ان', 'النتيجه', 'مش', 'هتزودهم', 'حاجه', 'ولاد', 'البارده']",hate
وضعي بمساحاتهم الهلالالنصر النصرالهلال ارحليامسلي الهلال النصر الاتحاد,"['وضعي', 'بمساحاتهم', 'الهلالالنصر', 'النصرالهلال', 'ارحليامسلي', 'الهلال', 'النصر', 'الاتحاد']",not
الشباب مقرف عندك فايدة,"['الشباب', 'مقرف', 'عندك', 'فايدة']",hate
المدرب مزعج والتكتيك صفر,"['المدرب', 'مزعج', 'والتكتيك', 'صفر']",hate
واله شكلي بالف كتاب خيانات البشر ويمكن اخص نص الكتاب لوحده يبدا اسمها بنور تناديني رهف طول الوقت وهي تمدحني,"['واله', 'شكلي', 'بالف', 'كتاب', 'خيانات', 'البشر', 'ويمكن', 'اخص', 'نص', 'الكتاب', 'لوحده', 'يبدا', 'اسمها', 'بنور', 'تناديني', 'رهف', 'طول', 'الوقت', 'وهي', 'تمدحني']",not
نداي الا رايس نادي النصر وانا كمحب لفتح والنصر اطالب مسلي آل معمر اذا فعلا يوجد مستحقات لمحب الاعب بتروس نادي النصر الاستعجال بصرفها لان الاعب محب لنصر ولاعب مخلص وربي وانا شهر فضيل لقاي معه آخر تمرين لاستعداد لمباراه الاتحاد قالها قلبه لفتح والنصر,"['نداي', 'الا', 'رايس', 'نادي', 'النصر', 'وانا', 'كمحب', 'لفتح', 'والنصر', 'اطالب', 'مسلي', 'آل', 'معمر', 'اذا', 'فعلا', 'يوجد', 'مستحقات', 'لمحب', 'الاعب', 'بتروس', 'نادي', 'النصر', 'الاستعجال', 'بصرفها', 'لان', 'الاعب', 'محب', 'لنصر', 'ولاعب', 'مخلص', 'وربي', 'وانا', 'شهر', 'فضيل', 'لقاي', 'معه', 'آخر', 'تمرين', 'لاستعداد', 'لمباراه', 'الاتحاد', 'قالها', 'قلبه', 'لفتح', 'والنصر']",not
فاز الريال فاز الهلال خسر النصر اعوام مجامله لرايسه,"['فاز', 'الريال', 'فاز', 'الهلال', 'خسر', 'النصر', 'اعوام', 'مجامله', 'لرايسه']",not
الهلالالنصر تشيلسيريالمدريد ارحليامسلي شكرا فقط,"['الهلالالنصر', 'تشيلسيريالمدريد', 'ارحليامسلي', 'شكرا', 'فقط']",not
النصر تافـه عندك فايدة,"['النصر', 'تافـه', 'عندك', 'فايدة']",hate
نصيحه لـ مسلي ال معمر كلم خالد بن فهد قل سمو الامير انا شخص فاشل وماني كفو اقود نادي النصر وذي ورقه استقالتي وشف غيري مو عيب انك تعترف انك فاشل,"['نصيحه', 'لـ', 'مسلي', 'ال', 'معمر', 'كلم', 'خالد', 'بن', 'فهد', 'قل', 'سمو', 'الامير', 'انا', 'شخص', 'فاشل', 'وماني', 'كفو', 'اقود', 'نادي', 'النصر', 'وذي', 'ورقه', 'استقالتي', 'وشف', 'غيري', 'مو', 'عيب', 'انك', 'تعترف', 'انك', 'فاشل']",not
ان اصبح مسلي آل معمر رايسا لنادي لعب الفريق مباراه عد المدربين تولوا قياده الفريق مدربين مدارس تدريبيه مختلفه,"['ان', 'اصبح', 'مسلي', 'آل', 'معمر', 'رايسا', 'لنادي', 'لعب', 'الفريق', 'مباراه', 'عد', 'المدربين', 'تولوا', 'قياده', 'الفريق', 'مدربين', 'مدارس', 'تدريبيه', 'مختلفه']",not
تشكيك ودخول الذم وكان الاستطاعه والقدره الماليه حكرا علي انديتهم فقط ارجو بان يمر الكلام مرور الكرام علي الاداره القانونيه نادي والاستاذ,"['تشكيك', 'ودخول', 'الذم', 'وكان', 'الاستطاعه', 'والقدره', 'الماليه', 'حكرا', 'علي', 'انديتهم', 'فقط', 'ارجو', 'بان', 'يمر', 'الكلام', 'مرور', 'الكرام', 'علي', 'الاداره', 'القانونيه', 'نادي', 'والاستاذ']",not
اداء فاشل طحلبي اليوم حسونا بالاحباط المباراة الهلال انتهت بنتيجة,"['اداء', 'فاشل', 'طحلبي', 'اليوم', 'حسونا', 'بالاحباط', 'المباراة', 'الهلال', 'انتهت', 'بنتيجة']",hate
اغني نادي النادي الوحيد الي عنده ملعبين جاهزه ملعب النادي ومرسول النادي الوحيد الي لديه عمل واضح ذاته وداعميه بقياده الرمز والنادي الوحيد لايتسول الدعم الوزاره غيره الطاقيه والتابعين,"['اغني', 'نادي', 'النادي', 'الوحيد', 'الي', 'عنده', 'ملعبين', 'جاهزه', 'ملعب', 'النادي', 'ومرسول', 'النادي', 'الوحيد', 'الي', 'لديه', 'عمل', 'واضح', 'ذاته', 'وداعميه', 'بقياده', 'الرمز', 'والنادي', 'الوحيد', 'لايتسول', 'الدعم', 'الوزاره', 'غيره', 'الطاقيه', 'والتابعين']",not
النتيجة متوقعة لمن يعتمدون ناس طحلبي المباراة الشباب انتهت بنتيجة,"['النتيجة', 'متوقعة', 'لمن', 'يعتمدون', 'ناس', 'طحلبي', 'المباراة', 'الشباب', 'انتهت', 'بنتيجة']",hate
ان بكره اغلب هوامير النصر جاين لرياض والبقيه ساكنين عندي فكره نستاجر استراحه المباراه ونجي كلنا نتعرف علي الوجوه الطيبه وناخذ علوم ونشوف افكار لنادينا ونقدمها لمسلي ال معمر واكيد يعرف مسلي وراح يوصلها اتمني تاخذون بكلامي ونجرب,"['ان', 'بكره', 'اغلب', 'هوامير', 'النصر', 'جاين', 'لرياض', 'والبقيه', 'ساكنين', 'عندي', 'فكره', 'نستاجر', 'استراحه', 'المباراه', 'ونجي', 'كلنا', 'نتعرف', 'علي', 'الوجوه', 'الطيبه', 'وناخذ', 'علوم', 'ونشوف', 'افكار', 'لنادينا', 'ونقدمها', 'لمسلي', 'ال', 'معمر', 'واكيد', 'يعرف', 'مسلي', 'وراح', 'يوصلها', 'اتمني', 'تاخذون', 'بكلامي', 'ونجرب']",not
مسلي آل معمر يسير بنادي النصر العالمي الي القمه ومحمد البعيري ينبح,"['مسلي', 'آل', 'معمر', 'يسير', 'بنادي', 'النصر', 'العالمي', 'الي', 'القمه', 'ومحمد', 'البعيري', 'ينبح']",not
يعني شو الاسهل اطقطق عالوحده الي غالبني اطقطق نادي غالبه لعيبه موسم بلا دوري وبطولته التجديد لليما,"['يعني', 'شو', 'الاسهل', 'اطقطق', 'عالوحده', 'الي', 'غالبني', 'اطقطق', 'نادي', 'غالبه', 'لعيبه', 'موسم', 'بلا', 'دوري', 'وبطولته', 'التجديد', 'لليما']",hate
اهلا وسهلا بالوزير تركي ال الشيخ نادي الوطنيه الكرامه نادي الزمالك,"['اهلا', 'وسهلا', 'بالوزير', 'تركي', 'ال', 'الشيخ', 'نادي', 'الوطنيه', 'الكرامه', 'نادي', 'الزمالك']",not
مجلس اداره النادي الاهلي اصدر بيانا رسميا خلاله قرارا بالانسحاب البطوله العربيه شاهد,"['مجلس', 'اداره', 'النادي', 'الاهلي', 'اصدر', 'بيانا', 'رسميا', 'خلاله', 'قرارا', 'بالانسحاب', 'البطوله', 'العربيه', 'شاهد']",not
رييس الاهلي جاب العيد حصل الكفاءه الماليه وناديه مديون وعجز حلها تغريدته,"['رييس', 'الاهلي', 'جاب', 'العيد', 'حصل', 'الكفاءه', 'الماليه', 'وناديه', 'مديون', 'وعجز', 'حلها', 'تغريدته']",hate
واضح ان الشباب تافـه للآخر,"['واضح', 'ان', 'الشباب', 'تافـه', 'للآخر']",hate
شگرا الاستاذ امثال الاعب التون يستحق زياره النادي وتكريمه والاحتفاظ شكرا ابو عبداله,"['شگرا', 'الاستاذ', 'امثال', 'الاعب', 'التون', 'يستحق', 'زياره', 'النادي', 'وتكريمه', 'والاحتفاظ', 'شكرا', 'ابو', 'عبداله']",not
واضح ان الفتح تافـه للآخر,"['واضح', 'ان', 'الفتح', 'تافـه', 'للآخر']",hate
اتمني مايقبلون استقاله مسلي ال معمر ويكمل فترته كامله اذا بسقبلون استقالته لازم يكون مسد التزامات النادي يجب تطبيق النظام مو يتكر الي قبله,"['اتمني', 'مايقبلون', 'استقاله', 'مسلي', 'ال', 'معمر', 'ويكمل', 'فترته', 'كامله', 'اذا', 'بسقبلون', 'استقالته', 'لازم', 'يكون', 'مسد', 'التزامات', 'النادي', 'يجب', 'تطبيق', 'النظام', 'مو', 'يتكر', 'الي', 'قبله']",not
مشكله النادي اللي يعتمد لاعب وبالاخير جاب فيهم العيد وبالاخير يقولون بكايه,"['مشكله', 'النادي', 'اللي', 'يعتمد', 'لاعب', 'وبالاخير', 'جاب', 'فيهم', 'العيد', 'وبالاخير', 'يقولون', 'بكايه']",hate
الاهلي مسخرة وخرب شي,"['الاهلي', 'مسخرة', 'وخرب', 'شي']",hate
كنت اطقطق خالي لانه متوتر مباراه الهلال الحين جاني يقول القمي وقبل شوي مايطلع صوته,"['كنت', 'اطقطق', 'خالي', 'لانه', 'متوتر', 'مباراه', 'الهلال', 'الحين', 'جاني', 'يقول', 'القمي', 'وقبل', 'شوي', 'مايطلع', 'صوته']",hate
دام طيرتوا المدرب التوقيت ماهي حسافه يلحقه مسلي وادارته ماسوف عليهم انا مسكت النادي الدعم جبت الدوري واسيا وكل بطولات الموسم,"['دام', 'طيرتوا', 'المدرب', 'التوقيت', 'ماهي', 'حسافه', 'يلحقه', 'مسلي', 'وادارته', 'ماسوف', 'عليهم', 'انا', 'مسكت', 'النادي', 'الدعم', 'جبت', 'الدوري', 'واسيا', 'وكل', 'بطولات', 'الموسم']",not
واضح ان الشباب مخزي للآخر,"['واضح', 'ان', 'الشباب', 'مخزي', 'للآخر']",hate
كالعادة طحلبي عندهم ذوق الكرة موسم الاخطاء المباراة الفيصلي انتهت بنتيجة,"['كالعادة', 'طحلبي', 'عندهم', 'ذوق', 'الكرة', 'موسم', 'الاخطاء', 'المباراة', 'الفيصلي', 'انتهت', 'بنتيجة']",hate
دام مسلي ال معمر رايسا لنادي النصر اعلن اعتزالي التشجيع لين يسوي خير فينا ويذلف,"['دام', 'مسلي', 'ال', 'معمر', 'رايسا', 'لنادي', 'النصر', 'اعلن', 'اعتزالي', 'التشجيع', 'لين', 'يسوي', 'خير', 'فينا', 'ويذلف']",not
الوحدة كسلان عندك فايدة,"['الوحدة', 'كسلان', 'عندك', 'فايدة']",hate
النتيجة متوقعة لمن يعتمدون ناس خدمي المباراة الهلال انتهت بنتيجة,"['النتيجة', 'متوقعة', 'لمن', 'يعتمدون', 'ناس', 'خدمي', 'المباراة', 'الهلال', 'انتهت', 'بنتيجة']",hate
انت اللي خاين نظر اهلاوي وفي نظر مواطن مصري عارف اشكالكم شويه عبيد عسكر انت روحت جيت كلب تبيع نفسك للي يدفع اكتر حتي علي ناديك والدكتور علاا صادق راجل محترم وعمره ماخان بلده الخاين وانت وامثالك اللي بيغيبوا الشعب الحقيقه عشان يحافظو علي مكانتهم كلاب للعسكر,"['انت', 'اللي', 'خاين', 'نظر', 'اهلاوي', 'وفي', 'نظر', 'مواطن', 'مصري', 'عارف', 'اشكالكم', 'شويه', 'عبيد', 'عسكر', 'انت', 'روحت', 'جيت', 'كلب', 'تبيع', 'نفسك', 'للي', 'يدفع', 'اكتر', 'حتي', 'علي', 'ناديك', 'والدكتور', 'علاا', 'صادق', 'راجل', 'محترم', 'وعمره', 'ماخان', 'بلده', 'الخاين', 'وانت', 'وامثالك', 'اللي', 'بيغيبوا', 'الشعب', 'الحقيقه', 'عشان', 'يحافظو', 'علي', 'مكانتهم', 'كلاب', 'للعسكر']",hate
النصرالهلال الهلالالنصر ارحليامسلي,"['النصرالهلال', 'الهلالالنصر', 'ارحليامسلي']",not
كلهم مقرف الحكم,"['كلهم', 'مقرف', 'الحكم']",hate
ايوة ايوه صح معاك حقك اصلي نادي القرن جعان بطولات ونفسه ياخد بطوله قفا ده دولاب بطولات الاهلي بعدد شعر راسك,"['ايوة', 'ايوه', 'صح', 'معاك', 'حقك', 'اصلي', 'نادي', 'القرن', 'جعان', 'بطولات', 'ونفسه', 'ياخد', 'بطوله', 'قفا', 'ده', 'دولاب', 'بطولات', 'الاهلي', 'بعدد', 'شعر', 'راسك']",hate
واضح ان الهلال مخزي للآخر,"['واضح', 'ان', 'الهلال', 'مخزي', 'للآخر']",hate
والله ياهو جاب العيد فارس ابغى افهم تفكر ياولد القبله وراك انت صاحي ترا انت ماتذب الاتحاد انت ياحضره النصراوي المحترم فجرته جبهه النادي بجمهوره,"['والله', 'ياهو', 'جاب', 'العيد', 'فارس', 'ابغى', 'افهم', 'تفكر', 'ياولد', 'القبله', 'وراك', 'انت', 'صاحي', 'ترا', 'انت', 'ماتذب', 'الاتحاد', 'انت', 'ياحضره', 'النصراوي', 'المحترم', 'فجرته', 'جبهه', 'النادي', 'بجمهوره']",hate
كلهم مسخرة الفتح,"['كلهم', 'مسخرة', 'الفتح']",hate
الاكثر تصويت الهلال الهلالالنصر النصر ارحليامسلي دوريروشنالسعودي,"['الاكثر', 'تصويت', 'الهلال', 'الهلالالنصر', 'النصر', 'ارحليامسلي', 'دوريروشنالسعودي']",not
بالله صرعهه ذالناديي تفوو,"['بالله', 'صرعهه', 'ذالناديي', 'تفوو']",hate
كنت اطقطق صاحبتي عشان طرد العمري قالت اقل اشبح لواحد مطرود اشبح لواحد ماعنده نادي جرحتني,"['كنت', 'اطقطق', 'صاحبتي', 'عشان', 'طرد', 'العمري', 'قالت', 'اقل', 'اشبح', 'لواحد', 'مطرود', 'اشبح', 'لواحد', 'ماعنده', 'نادي', 'جرحتني']",hate
اجل تبعد المدرب عشان حثاله الاعبين مباراه الهلال فاشل,"['اجل', 'تبعد', 'المدرب', 'عشان', 'حثاله', 'الاعبين', 'مباراه', 'الهلال', 'فاشل']",not
انت مو صاحي تبي التصر يفوز والرايس مسلي ال معمر متي تصحون الغفله الي انتم مسلي ال معمر يحق الدوري العام يجي احد مشجعين النصر مسوي نفسه مصدوم انه انهزم الهلال فعلها الهلال مسلي مرات سابقا كاس اسيا كاس الدوري كاس الملك,"['انت', 'مو', 'صاحي', 'تبي', 'التصر', 'يفوز', 'والرايس', 'مسلي', 'ال', 'معمر', 'متي', 'تصحون', 'الغفله', 'الي', 'انتم', 'مسلي', 'ال', 'معمر', 'يحق', 'الدوري', 'العام', 'يجي', 'احد', 'مشجعين', 'النصر', 'مسوي', 'نفسه', 'مصدوم', 'انه', 'انهزم', 'الهلال', 'فعلها', 'الهلال', 'مسلي', 'مرات', 'سابقا', 'كاس', 'اسيا', 'كاس', 'الدوري', 'كاس', 'الملك']",not
وجود رونالدو الدوري السعودي مكسب لنصر فقط لدوري السعودي مباراه العالمي ضمك تم الاعلان عنها قناه ايطاليه رياضيه شكرا استاذ مسلي ال معمر,"['وجود', 'رونالدو', 'الدوري', 'السعودي', 'مكسب', 'لنصر', 'فقط', 'لدوري', 'السعودي', 'مباراه', 'العالمي', 'ضمك', 'تم', 'الاعلان', 'عنها', 'قناه', 'ايطاليه', 'رياضيه', 'شكرا', 'استاذ', 'مسلي', 'ال', 'معمر']",not
وانا جالس اعيد اهداف الدوري لفت نظري اهداف مباريات متاليه سلاح مهم جدا لنصر السوال فعل المدرب ليختفي الاعب اتمني اعاده النظر طرق العب لاستفاده لاعب,"['وانا', 'جالس', 'اعيد', 'اهداف', 'الدوري', 'لفت', 'نظري', 'اهداف', 'مباريات', 'متاليه', 'سلاح', 'مهم', 'جدا', 'لنصر', 'السوال', 'فعل', 'المدرب', 'ليختفي', 'الاعب', 'اتمني', 'اعاده', 'النظر', 'طرق', 'العب', 'لاستفاده', 'لاعب']",not
المزعج تعليقك الله يرحم حالك اللي مايطول العنب الحمد لله والشكر ماطلبنا رايك خلك ناديك الحشمه للاتحاد مب والا تشوف الرد اللي يخليك توزن كلامك,"['المزعج', 'تعليقك', 'الله', 'يرحم', 'حالك', 'اللي', 'مايطول', 'العنب', 'الحمد', 'لله', 'والشكر', 'ماطلبنا', 'رايك', 'خلك', 'ناديك', 'الحشمه', 'للاتحاد', 'مب', 'والا', 'تشوف', 'الرد', 'اللي', 'يخليك', 'توزن', 'كلامك']",hate
تبآ لمنبطحين الي يخربو روح المنافسه محمد البكيري هلالي صميم همه نادي الهلال منبطح وصخ,"['تبآ', 'لمنبطحين', 'الي', 'يخربو', 'روح', 'المنافسه', 'محمد', 'البكيري', 'هلالي', 'صميم', 'همه', 'نادي', 'الهلال', 'منبطح', 'وصخ']",not
قطع شريان النسويات الشريان مراه نظيفه نري فيهاواقعنا دونتدليس وغيره صحوه مضاده عونا لرويه الهلال الفيصلي الاتحاد الاهلي,"['قطع', 'شريان', 'النسويات', 'الشريان', 'مراه', 'نظيفه', 'نري', 'فيهاواقعنا', 'دونتدليس', 'وغيره', 'صحوه', 'مضاده', 'عونا', 'لرويه', 'الهلال', 'الفيصلي', 'الاتحاد', 'الاهلي']",not
تصرفات خدمي مريبة تليق بجمهور الرياضة المباراة الشباب انتهت بنتيجة,"['تصرفات', 'خدمي', 'مريبة', 'تليق', 'بجمهور', 'الرياضة', 'المباراة', 'الشباب', 'انتهت', 'بنتيجة']",hate
توتنهام كسب تشيلسي بالدوري اللي كسب ميلان بالمجموعه اللي كسب توتنهام بدور كره بنت كـلـب,"['توتنهام', 'كسب', 'تشيلسي', 'بالدوري', 'اللي', 'كسب', 'ميلان', 'بالمجموعه', 'اللي', 'كسب', 'توتنهام', 'بدور', 'كره', 'بنت', 'كـلـب']",hate
خلال فتره رياسه لنادي الحقيقه انا نسمع جعجعه نري طحنا,"['خلال', 'فتره', 'رياسه', 'لنادي', 'الحقيقه', 'انا', 'نسمع', 'جعجعه', 'نري', 'طحنا']",not
كلهم حقـير الفريق,"['كلهم', 'حقـير', 'الفريق']",hate
اخيرا بامكان نادي الهلال تسجيل اي لاعب انتها عقوبته فرضها نادي النصر بانتها فتره التسجيل الشتويه نبارك لاشقا نادي الهلالحظ سعيد,"['اخيرا', 'بامكان', 'نادي', 'الهلال', 'تسجيل', 'اي', 'لاعب', 'انتها', 'عقوبته', 'فرضها', 'نادي', 'النصر', 'بانتها', 'فتره', 'التسجيل', 'الشتويه', 'نبارك', 'لاشقا', 'نادي', 'الهلالحظ', 'سعيد']",not
اداء فاشل طاقيه اليوم حسونا بالاحباط المباراة الشباب انتهت بنتيجة,"['اداء', 'فاشل', 'طاقيه', 'اليوم', 'حسونا', 'بالاحباط', 'المباراة', 'الشباب', 'انتهت', 'بنتيجة']",hate
هاتوا فقراوي اطقطق,"['هاتوا', 'فقراوي', 'اطقطق']",hate
وجود الحكم غـبـي يجيب العار,"['وجود', 'الحكم', 'غـبـي', 'يجيب', 'العار']",hate
مسلي آل معمر رايس نادي النصر التعاقد رونالدو سيساهم تطوير النادي وكره القدم السعوديه,"['مسلي', 'آل', 'معمر', 'رايس', 'نادي', 'النصر', 'التعاقد', 'رونالدو', 'سيساهم', 'تطوير', 'النادي', 'وكره', 'القدم', 'السعوديه']",not
ايه قول اسمه لنادي الواحد المهم النادي الي النصر شاغلكم شاغلكم شوي تجيبو طاريه اله يسعدك مسلي آل معمر ايش سويت فيهم,"['ايه', 'قول', 'اسمه', 'لنادي', 'الواحد', 'المهم', 'النادي', 'الي', 'النصر', 'شاغلكم', 'شاغلكم', 'شوي', 'تجيبو', 'طاريه', 'اله', 'يسعدك', 'مسلي', 'آل', 'معمر', 'ايش', 'سويت', 'فيهم']",not
ايه حسيت حتي نقاشهم هادي نوعا يمكن نادين بدها تخوفنا يمكن تمويه مريم احنا مبسوطين ان طلع حيوان,"['ايه', 'حسيت', 'حتي', 'نقاشهم', 'هادي', 'نوعا', 'يمكن', 'نادين', 'بدها', 'تخوفنا', 'يمكن', 'تمويه', 'مريم', 'احنا', 'مبسوطين', 'ان', 'طلع', 'حيوان']",hate
رايس رابطه الدوري سابقا رايس نادي النصر حاليا تراكم ظالمين نيشيمورا كثير الرجال ماسوي شي اله يمهل يهمل عاقبه رايس لنصر عنده شيا قدام الهلال خسر شيا آسيا دوري كاس,"['رايس', 'رابطه', 'الدوري', 'سابقا', 'رايس', 'نادي', 'النصر', 'حاليا', 'تراكم', 'ظالمين', 'نيشيمورا', 'كثير', 'الرجال', 'ماسوي', 'شي', 'اله', 'يمهل', 'يهمل', 'عاقبه', 'رايس', 'لنصر', 'عنده', 'شيا', 'قدام', 'الهلال', 'خسر', 'شيا', 'آسيا', 'دوري', 'كاس']",not
كذاب مسترزق غبي خرج المغاربة المدن المغربية العيون والداخلة وغيرهما يحتفلون بفوز الجزاير بكاس افريقيا الكراغلة واتباعهم قطيع الاغبياء يجيدون الكذب,"['كذاب', 'مسترزق', 'غبي', 'خرج', 'المغاربة', 'المدن', 'المغربية', 'العيون', 'والداخلة', 'وغيرهما', 'يحتفلون', 'بفوز', 'الجزاير', 'بكاس', 'افريقيا', 'الكراغلة', 'واتباعهم', 'قطيع', 'الاغبياء', 'يجيدون', 'الكذب']",hate
اطلع النادي غصبا عنك النادي ملك لجمهور انت اهنتنا صفر بطولات يلاه برا,"['اطلع', 'النادي', 'غصبا', 'عنك', 'النادي', 'ملك', 'لجمهور', 'انت', 'اهنتنا', 'صفر', 'بطولات', 'يلاه', 'برا']",not
تصرفات طحلبي مريبة تليق بجمهور الرياضة,"['تصرفات', 'طحلبي', 'مريبة', 'تليق', 'بجمهور', 'الرياضة']",hate
الجمهور مسخرة عنده وعي,"['الجمهور', 'مسخرة', 'عنده', 'وعي']",hate
مسلي ال معمر افضل رايس نادي سعودي واذا عجبك اضرب راسك الجدار,"['مسلي', 'ال', 'معمر', 'افضل', 'رايس', 'نادي', 'سعودي', 'واذا', 'عجبك', 'اضرب', 'راسك', 'الجدار']",not
نسال اله ان يوفق معشوقنا نادي النصر حبيبنا ابو عبداله ماهو عيب انك تستشير سبقوك باداره النصر ونجحوا امثال السويلم القرارات او حتي بطريقه اداره النادي الحق يقال اجتهدت فعلت شي سبيل نجاح الفريق يوجد الملاحظات اولها ابعاد المدرب,"['نسال', 'اله', 'ان', 'يوفق', 'معشوقنا', 'نادي', 'النصر', 'حبيبنا', 'ابو', 'عبداله', 'ماهو', 'عيب', 'انك', 'تستشير', 'سبقوك', 'باداره', 'النصر', 'ونجحوا', 'امثال', 'السويلم', 'القرارات', 'او', 'حتي', 'بطريقه', 'اداره', 'النادي', 'الحق', 'يقال', 'اجتهدت', 'فعلت', 'شي', 'سبيل', 'نجاح', 'الفريق', 'يوجد', 'الملاحظات', 'اولها', 'ابعاد', 'المدرب']",not
كلهم مزعج الاهلي,"['كلهم', 'مزعج', 'الاهلي']",hate
اكيد مسلي ال معمر افضل واجمل واحلا رايس نادي صوتو ياحبيبنا النصراوين ترا صوتو ضدنا كلهم هلالين ماشاله عليهم يحبونا الهلالين كثير,"['اكيد', 'مسلي', 'ال', 'معمر', 'افضل', 'واجمل', 'واحلا', 'رايس', 'نادي', 'صوتو', 'ياحبيبنا', 'النصراوين', 'ترا', 'صوتو', 'ضدنا', 'كلهم', 'هلالين', 'ماشاله', 'عليهم', 'يحبونا', 'الهلالين', 'كثير']",not
